date_period,value,company_code,company,particulars,gl_account,account_no,update_datetime
2024-05-01 00:00:00,31472.49,BR10,IVFB Ltda.,  Account Receivables,Manual Rec RPT,OCOA/1600030300,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Account Receivables,Misc Rec - Misc IC,OCOA/1600020200,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-3830.83,BR10,IVFB Ltda.,  Account Receivables,Prov for Doubt-Local,OCOA/1600000120,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-214371.8,BR10,IVFB Ltda.,  Account Receivables,Trade Rec - Expo,OCOA/1600010010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Account Receivables,Trade Rec - IC,OCOA/1600020010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,1744314.26,BR10,IVFB Ltda.,  Account Receivables,Trade Rec - Local,OCOA/1600000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,359535.69,BR10,IVFB Ltda.,  Account Receivables,Trade Rec Local Manu,OCOA/1600000090,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Account Receivables,Unreal FxG Misc IC,OCOA/1600020220,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Account Receivables,Unreal FXG Rec Rel P,OCOA/1600030030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,4220.12,BR10,IVFB Ltda.,  Account Receivables,Unreal FXGain RecExp,OCOA/1600010030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-318055.97,BR10,IVFB Ltda.,  Finished Goods,FG Prov NRV,OCOA/1501010050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Finished Goods,FG Prov SM,OCOA/1501000050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-618308.49,BR10,IVFB Ltda.,  Finished Goods,Finished GIT,OCOA/1500050030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-6111158.69,BR10,IVFB Ltda.,  Finished Goods,Finished Goods,OCOA/1500050010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,618308.49,BR10,IVFB Ltda.,  Finished Goods,Finished Goods Manua,OCOA/1500050900,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-583068.99,BR10,IVFB Ltda.,  Finished Goods,Inventory FOB Rev,OCOA/1500050020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-135255.3,BR10,IVFB Ltda.,  Finished Goods,Semi Finished Goods,OCOA/1500040010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Finished Goods,SFG Prov NRV,OCOA/1501010040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-7929.43,BR10,IVFB Ltda.,  Finished Goods,Trad Mat Prov SM,OCOA/1501000070,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,264502.74,BR10,IVFB Ltda.,  Finished Goods,Trading Mater Tra-IC,OCOA/1500070020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-915575.05,BR10,IVFB Ltda.,  Finished Goods,Trading Materials,OCOA/1500070010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-762452.48,BR10,IVFB Ltda.,  Raw Materials,Raw Materials,OCOA/1500000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-449360.81,BR10,IVFB Ltda.,  Raw Materials,RM in Transit,OCOA/1500000020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Raw Materials,RM Prov NRV,OCOA/1501010010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-144.52,BR10,IVFB Ltda.,  WIP & SFG,WIP - Act Price-Diff,OCOA/1500030020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,2789.28,BR10,IVFB Ltda.,  WIP & SFG,Wip -Mat Price Varia,OCOA/1500030030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-29398.73,BR10,IVFB Ltda.,  WIP & SFG,Work In Progress,OCOA/1500030010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,184.63,BR10,IVFB Ltda.,  Stores & Spares & Others,Chems & Adds,OCOA/1500010010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-23263.64,BR10,IVFB Ltda.,  Stores & Spares & Others,Consumables,OCOA/1500060020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,308673.07,BR10,IVFB Ltda.,  Stores & Spares & Others,Inventory Manual,OCOA/1500100010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Stores & Spares & Others,Other Inv  Prov,OCOA/1502010090,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-249062.92,BR10,IVFB Ltda.,  Stores & Spares & Others,Packing Materials,OCOA/1500020010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,295893.19,BR10,IVFB Ltda.,  Stores & Spares & Others,Stores And Spares,OCOA/1500060010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-34306.75,BR10,IVFB Ltda.,  Stores & Spares & Others,Stores And Spares in,OCOA/1500060030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-102201.73,BR10,IVFB Ltda.,  Stores & Spares & Others,Stores Spare Prov SM,OCOA/1501000060,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-6471.85,BR10,IVFB Ltda.,  Stores & Spares & Others,Utilities Stock,OCOA/1500090010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-44184.71,BR10,IVFB Ltda.,  Stores & Spares & Others,Waste Stock,OCOA/1500080010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,168.012156,BR10,IVFB Ltda.,RM Inventory (MT),Not assigned,#/#,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,RM Inventory (Days),Not assigned,#/#,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,5086.940749,BR10,IVFB Ltda.,FG Inventory (MT),Not assigned,#/#,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,35946.57,BR10,IVFB Ltda.,  OCA,13th Salary Adv Emp,OCOA/1803040060,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-26820.57,BR10,IVFB Ltda.,  OCA,Adv to Emp (holiday),OCOA/1803040040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-109408.14,BR10,IVFB Ltda.,  OCA,Adv To Sup Foreign,OCOA/1803010010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  OCA,Adv To Sup Internal,OCOA/1803020010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-65985.37,BR10,IVFB Ltda.,  OCA,Adv To Sup Local,OCOA/1803000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-3455.44,BR10,IVFB Ltda.,  OCA,Advance to Employee,OCOA/1803040020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-960.52,BR10,IVFB Ltda.,  OCA,Advance To Others,OCOA/1803050020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,1938.06,BR10,IVFB Ltda.,  OCA,BR-Other Adv For Emp,OCOA/1803040080,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-300278.5,BR10,IVFB Ltda.,  OCA,BR-VAT (COFINS) Rec,OCOA/1804055040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-0.04,BR10,IVFB Ltda.,  OCA,Br-Vat (Cofins) Rece,OCOA/1804055110,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,10652.34,BR10,IVFB Ltda.,  OCA,Br-Vat (Cofins) Rece,OCOA/1804055120,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-624243.56,BR10,IVFB Ltda.,  OCA,BR-VAT (ICMS) Rec,OCOA/1804055020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,19347.12,BR10,IVFB Ltda.,  OCA,BR-VAT (IPI) Rec,OCOA/1804055030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-0.05,BR10,IVFB Ltda.,  OCA,Br-Vat (Pis) Re Main,OCOA/1804055070,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-54969.04,BR10,IVFB Ltda.,  OCA,BR-VAT (PIS) Rec,OCOA/1804055010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,1129163.97,BR10,IVFB Ltda.,  OCA,Br-Vat CofinsR- Seli,OCOA/1804055100,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,3646.92,BR10,IVFB Ltda.,  OCA,Br-Vat Icms Re Asset,OCOA/1804055090,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,2052.77,BR10,IVFB Ltda.,  OCA,Br-Vat Pis Re Asset,OCOA/1804055080,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,260591.05,BR10,IVFB Ltda.,  OCA,Br-Vat Pis Rec Selic,OCOA/1804055060,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-14757.81,BR10,IVFB Ltda.,  OCA,BRImp Taxes adv paid,OCOA/1804055050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,5129.86,BR10,IVFB Ltda.,  OCA,C.S. receivable - Se,OCOA/1808080020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-22362.99,BR10,IVFB Ltda.,  OCA,Curr Frd Fv -Der NH,OCOA/1801000110,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  OCA,FGTS 13th Sal AdvEmp,OCOA/1803040070,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-282966.35,BR10,IVFB Ltda.,  OCA,I.R. /Wht Receivable,OCOA/1806000050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,10227.93,BR10,IVFB Ltda.,  OCA,I.R. receivable - Se,OCOA/1808080030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-481510.12,BR10,IVFB Ltda.,  OCA,Income Tax Adv CSLL,OCOA/1806000035,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-496069.57,BR10,IVFB Ltda.,  OCA,Income Tax Advance,OCOA/1806000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,279209.76,BR10,IVFB Ltda.,  OCA,Oth Rec <1Yr,OCOA/1808020010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,237042.57,BR10,IVFB Ltda.,  OCA,Other Prepayments,OCOA/1802010990,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,120.43,BR10,IVFB Ltda.,  OCA,Others (Ca),OCOA/1808900010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,2054.82,BR10,IVFB Ltda.,  OCA,Others rec VAT Tax,OCOA/1808080010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-33565.63,BR10,IVFB Ltda.,  OCA,Prepaid Ins-Others,OCOA/1802000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,46103.76,BR10,IVFB Ltda.,  OCA,Prepaid-Property tax,OCOA/1805010010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,5079010.92,BR10,IVFB Ltda.,  OCA,Prepaid-Withh tax,OCOA/1805010030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,2529.13,BR10,IVFB Ltda.,  OCA,Unre Fx Adv to Crs,OCOA/1803050040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  OCA,Unreal exch Oth CA.,OCOA/1808900020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  AP,Acct Pay OpenIt Migr,OCOA/8900000020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-537764.92,BR10,IVFB Ltda.,  AP,Acct Payable - Other,OCOA/2200100010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  AP,Acct RecOpenIt Migr,OCOA/8900000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  AP,FixedAss BalMigr,OCOA/8900000030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,3727.47,BR10,IVFB Ltda.,  AP,Freight Accural,OCOA/2203000080,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  AP,GenLedger balMigr,OCOA/8900000050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,64150.98,BR10,IVFB Ltda.,  AP,GRIR Clear- Others,OCOA/2203000040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  AP,GRIR Clear-non trade,OCOA/2203000020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-694945.06,BR10,IVFB Ltda.,  AP,Grir Clearing,OCOA/2203000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  AP,Grir Clearing Manual,OCOA/2203000015,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-696486.73,BR10,IVFB Ltda.,  AP,IC Man NTrade payabl,OCOA/2200020920,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,328475.94,BR10,IVFB Ltda.,  AP,IC Man Trade payable,OCOA/2200020910,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  AP,MatStock Upload-Migr,OCOA/8900000040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,7205.14,BR10,IVFB Ltda.,  AP,NTrade Payable Local,OCOA/2200000110,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  AP,PCA Payable IC,OCOA/2200020900,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-415721.35,BR10,IVFB Ltda.,  AP,TP - Foreign,OCOA/2200010010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-224.86,BR10,IVFB Ltda.,  AP,TP Financial Vendors,OCOA/2200050010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,28193.47,BR10,IVFB Ltda.,  AP,TP GA or GOA,OCOA/2200040010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,11283042.15,BR10,IVFB Ltda.,  AP,Trade Payable - SCF,OCOA/2200110010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-12505534.33,BR10,IVFB Ltda.,  AP,Trade Payable Local,OCOA/2200000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-832635.63,BR10,IVFB Ltda.,  AP,TradePay - Interco,OCOA/2200020010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-2216.54,BR10,IVFB Ltda.,  AP,UFX G/L emp pay,OCOA/2201000020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,4641.71,BR10,IVFB Ltda.,  AP,UFX G/L Regr AP Expo,OCOA/2200010030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,51423.63,BR10,IVFB Ltda.,  AP,UFX G/L Regr AP Expo,OCOA/2200010130,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,1147.1,BR10,IVFB Ltda.,  AP,UFX G/L Regr AP IC,OCOA/2200020130,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,128352.45,BR10,IVFB Ltda.,  OCL,13Th Salary Payable,OCOA/2300010015,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,46699.25,BR10,IVFB Ltda.,  OCL,13th SalaryPay TaxPr,OCOA/2301055035,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  OCL,Adp Payroll Accrual,OCOA/2300010120,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,22593.57,BR10,IVFB Ltda.,  OCL,Advances custom loc,OCOA/2307000005,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,91.73,BR10,IVFB Ltda.,  OCL,Alimony,OCOA/2301055060,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-26230.64,BR10,IVFB Ltda.,  OCL,AuditorsRemuneration,OCOA/2300010040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-237193.1,BR10,IVFB Ltda.,  OCL,BonusPayable CurYear,OCOA/2300010030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-13717.57,BR10,IVFB Ltda.,  OCL,Br-Vat (CIDE) Payabl,OCOA/2302055100,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-821.29,BR10,IVFB Ltda.,  OCL,Br-Vat (IOF) Payable,OCOA/2302055090,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,148.81,BR10,IVFB Ltda.,  OCL,Br-Vat (Iss) Payable,OCOA/2302055080,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-3.21,BR10,IVFB Ltda.,  OCL,Club Dues,OCOA/2301001075,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,30526.08,BR10,IVFB Ltda.,  OCL,Consulting Services,OCOA/2300010180,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,402.8,BR10,IVFB Ltda.,  OCL,Employ coop fund pay,OCOA/2301055030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-14.49,BR10,IVFB Ltda.,  OCL,HealthCare SpendAcct,OCOA/2301001045,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-449161.78,BR10,IVFB Ltda.,  OCL,Income Tax Payable,OCOA/2303000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-548255.07,BR10,IVFB Ltda.,  OCL,Income Tax Payable C,OCOA/2303000030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-858.51,BR10,IVFB Ltda.,  OCL,Insurance Payable,OCOA/2300010100,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,185588.05,BR10,IVFB Ltda.,  OCL,Misc Accural/Payable,OCOA/2300010990,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,56572.29,BR10,IVFB Ltda.,  OCL,Other current accrua,OCOA/2300010160,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,18085.21,BR10,IVFB Ltda.,  OCL,Others-Provisions (C,OCOA/2306000050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,1325.35,BR10,IVFB Ltda.,  OCL,Private Pension,OCOA/2301055040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,8154.37,BR10,IVFB Ltda.,  OCL,Prov ForLabortax,OCOA/2301055050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-3879.97,BR10,IVFB Ltda.,  OCL,Prov. Of Derivatives,OCOA/2300010260,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,7391.2,BR10,IVFB Ltda.,  OCL,Salary Payable,OCOA/2300010010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-29.85,BR10,IVFB Ltda.,  OCL,Social Sec(IRRF)-Pay,OCOA/2301055080,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,29987.33,BR10,IVFB Ltda.,  OCL,Social SecPay(FGTS),OCOA/2301055010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,33431.86,BR10,IVFB Ltda.,  OCL,Social SecPay(INSS),OCOA/2301055015,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,1656.08,BR10,IVFB Ltda.,  OCL,Social Security Paya,OCOA/2301055070,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-7031.9,BR10,IVFB Ltda.,  OCL,Storage Services,OCOA/2300010170,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,15.38,BR10,IVFB Ltda.,  OCL,Union Subscriptions,OCOA/2301001065,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  OCL,Unreal othr cur liab,OCOA/2309000090,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,26899.31,BR10,IVFB Ltda.,  OCL,Vacat/Leave Acc liab,OCOA/2300010130,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-9458.25,BR10,IVFB Ltda.,  OCL,VAT (Cofins) Payable,OCOA/2302055030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,80038.96,BR10,IVFB Ltda.,  OCL,VAT (ICMS) Payable,OCOA/2302055010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,1088.26,BR10,IVFB Ltda.,  OCL,VAT (IPI) Payable,OCOA/2302055040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-1950.94,BR10,IVFB Ltda.,  OCL,VAT (PIS) Payable,OCOA/2302055020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-3818.82,BR10,IVFB Ltda.,  OCL,VAT(ISS)Thrd Pty Pay,OCOA/2302055050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-29976.2,BR10,IVFB Ltda.,  OCL,Withhold tax-Salary,OCOA/2304055040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-22243.36,BR10,IVFB Ltda.,  OCL,Withold INSS Pay,OCOA/2304055020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-39780.94,BR10,IVFB Ltda.,  OCL,Withold Tax Pay Serv,OCOA/2304055010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-821.86,BR10,IVFB Ltda.,  OCL,Wth CSLL/PIS/COF Pay,OCOA/2304055030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,35946.57,BR10,IVFB Ltda.,  Net WC,13th Salary Adv Emp,OCOA/1803040060,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-128352.45,BR10,IVFB Ltda.,  Net WC,13Th Salary Payable,OCOA/2300010015,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-46699.25,BR10,IVFB Ltda.,  Net WC,13th SalaryPay TaxPr,OCOA/2301055035,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Net WC,Acct Pay OpenIt Migr,OCOA/8900000020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,537764.92,BR10,IVFB Ltda.,  Net WC,Acct Payable - Other,OCOA/2200100010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Net WC,Acct RecOpenIt Migr,OCOA/8900000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Net WC,Adp Payroll Accrual,OCOA/2300010120,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-26820.57,BR10,IVFB Ltda.,  Net WC,Adv to Emp (holiday),OCOA/1803040040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-109408.14,BR10,IVFB Ltda.,  Net WC,Adv To Sup Foreign,OCOA/1803010010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Net WC,Adv To Sup Internal,OCOA/1803020010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-65985.37,BR10,IVFB Ltda.,  Net WC,Adv To Sup Local,OCOA/1803000010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-3455.44,BR10,IVFB Ltda.,  Net WC,Advance to Employee,OCOA/1803040020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-960.52,BR10,IVFB Ltda.,  Net WC,Advance To Others,OCOA/1803050020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-22593.57,BR10,IVFB Ltda.,  Net WC,Advances custom loc,OCOA/2307000005,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-91.73,BR10,IVFB Ltda.,  Net WC,Alimony,OCOA/2301055060,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,26230.64,BR10,IVFB Ltda.,  Net WC,AuditorsRemuneration,OCOA/2300010040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,237193.1,BR10,IVFB Ltda.,  Net WC,BonusPayable CurYear,OCOA/2300010030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,1938.06,BR10,IVFB Ltda.,  Net WC,BR-Other Adv For Emp,OCOA/1803040080,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,13717.57,BR10,IVFB Ltda.,  Net WC,Br-Vat (CIDE) Payabl,OCOA/2302055100,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-300278.5,BR10,IVFB Ltda.,  Net WC,BR-VAT (COFINS) Rec,OCOA/1804055040,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-0.04,BR10,IVFB Ltda.,  Net WC,Br-Vat (Cofins) Rece,OCOA/1804055110,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,10652.34,BR10,IVFB Ltda.,  Net WC,Br-Vat (Cofins) Rece,OCOA/1804055120,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-624243.56,BR10,IVFB Ltda.,  Net WC,BR-VAT (ICMS) Rec,OCOA/1804055020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,821.29,BR10,IVFB Ltda.,  Net WC,Br-Vat (IOF) Payable,OCOA/2302055090,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,19347.12,BR10,IVFB Ltda.,  Net WC,BR-VAT (IPI) Rec,OCOA/1804055030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-148.81,BR10,IVFB Ltda.,  Net WC,Br-Vat (Iss) Payable,OCOA/2302055080,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-0.05,BR10,IVFB Ltda.,  Net WC,Br-Vat (Pis) Re Main,OCOA/1804055070,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-54969.04,BR10,IVFB Ltda.,  Net WC,BR-VAT (PIS) Rec,OCOA/1804055010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,1129163.97,BR10,IVFB Ltda.,  Net WC,Br-Vat CofinsR- Seli,OCOA/1804055100,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,3646.92,BR10,IVFB Ltda.,  Net WC,Br-Vat Icms Re Asset,OCOA/1804055090,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,2052.77,BR10,IVFB Ltda.,  Net WC,Br-Vat Pis Re Asset,OCOA/1804055080,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,260591.05,BR10,IVFB Ltda.,  Net WC,Br-Vat Pis Rec Selic,OCOA/1804055060,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-14757.81,BR10,IVFB Ltda.,  Net WC,BRImp Taxes adv paid,OCOA/1804055050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,5129.86,BR10,IVFB Ltda.,  Net WC,C.S. receivable - Se,OCOA/1808080020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,184.63,BR10,IVFB Ltda.,  Net WC,Chems & Adds,OCOA/1500010010,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,3.21,BR10,IVFB Ltda.,  Net WC,Club Dues,OCOA/2301001075,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-30526.08,BR10,IVFB Ltda.,  Net WC,Consulting Services,OCOA/2300010180,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-23263.64,BR10,IVFB Ltda.,  Net WC,Consumables,OCOA/1500060020,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-22362.99,BR10,IVFB Ltda.,  Net WC,Curr Frd Fv -Der NH,OCOA/1801000110,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-402.8,BR10,IVFB Ltda.,  Net WC,Employ coop fund pay,OCOA/2301055030,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-318055.97,BR10,IVFB Ltda.,  Net WC,FG Prov NRV,OCOA/1501010050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Net WC,FG Prov SM,OCOA/1501000050,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,,BR10,IVFB Ltda.,  Net WC,FGTS 13th Sal AdvEmp,OCOA/1803040070,2024-06-21 12:11:20.114959
2024-05-01 00:00:00,-618308.49,BR10,IVFB Ltda.,  Net WC,Finished GIT,OCOA/1500050030,2024-06-21 12:11:20.114959
